filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
amostra-24_original.jpg,44063,"{}",14,0,"{""name"":""rect"",""x"":9,""y"":287,""width"":102,""height"":76}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,1,"{""name"":""rect"",""x"":224,""y"":215,""width"":88,""height"":76}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,2,"{""name"":""rect"",""x"":82,""y"":352,""width"":82,""height"":66}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,3,"{""name"":""rect"",""x"":348,""y"":254,""width"":93,""height"":53}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,4,"{""name"":""rect"",""x"":262,""y"":387,""width"":110,""height"":74}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,5,"{""name"":""rect"",""x"":426,""y"":358,""width"":90,""height"":52}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,6,"{""name"":""rect"",""x"":467,""y"":100,""width"":79,""height"":81}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,7,"{""name"":""rect"",""x"":558,""y"":178,""width"":52,""height"":92}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,8,"{""name"":""rect"",""x"":689,""y"":142,""width"":63,""height"":90}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,9,"{""name"":""rect"",""x"":674,""y"":296,""width"":65,""height"":82}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,10,"{""name"":""rect"",""x"":763,""y"":304,""width"":57,""height"":87}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,11,"{""name"":""rect"",""x"":684,""y"":390,""width"":57,""height"":89}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,12,"{""name"":""rect"",""x"":503,""y"":434,""width"":81,""height"":75}","{""olive"":""olive""}"
amostra-24_original.jpg,44063,"{}",14,13,"{""name"":""rect"",""x"":348,""y"":509,""width"":67,""height"":80}","{""olive"":""olive""}"
amostra-43_original.jpg,35781,"{}",11,0,"{""name"":""rect"",""x"":207,""y"":153,""width"":66,""height"":99}","{""olive"":""olive""}"
amostra-43_original.jpg,35781,"{}",11,1,"{""name"":""rect"",""x"":673,""y"":19,""width"":54,""height"":91}","{""olive"":""olive""}"
amostra-43_original.jpg,35781,"{}",11,2,"{""name"":""rect"",""x"":714,""y"":47,""width"":56,""height"":79}","{""olive"":""olive""}"
amostra-43_original.jpg,35781,"{}",11,3,"{""name"":""rect"",""x"":752,""y"":103,""width"":66,""height"":65}","{""olive"":""olive""}"
amostra-43_original.jpg,35781,"{}",11,4,"{""name"":""rect"",""x"":833,""y"":112,""width"":40,""height"":84}","{""olive"":""olive""}"
amostra-43_original.jpg,35781,"{}",11,5,"{""name"":""rect"",""x"":276,""y"":242,""width"":97,""height"":84}","{""olive"":""olive""}"
amostra-43_original.jpg,35781,"{}",11,6,"{""name"":""rect"",""x"":380,""y"":286,""width"":92,""height"":63}","{""olive"":""olive""}"
amostra-43_original.jpg,35781,"{}",11,7,"{""name"":""rect"",""x"":318,""y"":331,""width"":94,""height"":61}","{""olive"":""olive""}"
amostra-43_original.jpg,35781,"{}",11,8,"{""name"":""rect"",""x"":472,""y"":316,""width"":74,""height"":48}","{""olive"":""olive""}"
amostra-43_original.jpg,35781,"{}",11,9,"{""name"":""rect"",""x"":420,""y"":357,""width"":80,""height"":45}","{""olive"":""olive""}"
amostra-43_original.jpg,35781,"{}",11,10,"{""name"":""rect"",""x"":305,""y"":416,""width"":67,""height"":72}","{""olive"":""olive""}"
amostra-45_original.jpg,24887,"{}",5,0,"{""name"":""rect"",""x"":28,""y"":295,""width"":102,""height"":61}","{""olive"":""olive""}"
amostra-45_original.jpg,24887,"{}",5,1,"{""name"":""rect"",""x"":386,""y"":259,""width"":90,""height"":56}","{""olive"":""olive""}"
amostra-45_original.jpg,24887,"{}",5,2,"{""name"":""rect"",""x"":583,""y"":331,""width"":71,""height"":81}","{""olive"":""olive""}"
amostra-45_original.jpg,24887,"{}",5,3,"{""name"":""rect"",""x"":711,""y"":335,""width"":64,""height"":76}","{""olive"":""olive""}"
amostra-45_original.jpg,24887,"{}",5,4,"{""name"":""rect"",""x"":611,""y"":407,""width"":83,""height"":54}","{""olive"":""olive""}"
amostra-46_original.jpg,27843,"{}",8,0,"{""name"":""rect"",""x"":80,""y"":2,""width"":115,""height"":64}","{""olive"":""olive""}"
amostra-46_original.jpg,27843,"{}",8,1,"{""name"":""rect"",""x"":369,""y"":6,""width"":99,""height"":61}","{""olive"":""olive""}"
amostra-46_original.jpg,27843,"{}",8,2,"{""name"":""rect"",""x"":493,""y"":6,""width"":90,""height"":62}","{""olive"":""olive""}"
amostra-46_original.jpg,27843,"{}",8,3,"{""name"":""rect"",""x"":740,""y"":279,""width"":54,""height"":79}","{""olive"":""olive""}"
amostra-46_original.jpg,27843,"{}",8,4,"{""name"":""rect"",""x"":669,""y"":466,""width"":60,""height"":84}","{""olive"":""olive""}"
amostra-46_original.jpg,27843,"{}",8,5,"{""name"":""rect"",""x"":416,""y"":468,""width"":80,""height"":75}","{""olive"":""olive""}"
amostra-46_original.jpg,27843,"{}",8,6,"{""name"":""rect"",""x"":324,""y"":494,""width"":78,""height"":71}","{""olive"":""olive""}"
amostra-46_original.jpg,27843,"{}",8,7,"{""name"":""rect"",""x"":237,""y"":547,""width"":84,""height"":55}","{""olive"":""olive""}"
amostra-47_original.jpg,34762,"{}",10,0,"{""name"":""rect"",""x"":142,""y"":107,""width"":102,""height"":62}","{""olive"":""olive""}"
amostra-47_original.jpg,34762,"{}",10,1,"{""name"":""rect"",""x"":361,""y"":72,""width"":61,""height"":96}","{""olive"":""olive""}"
amostra-47_original.jpg,34762,"{}",10,2,"{""name"":""rect"",""x"":485,""y"":58,""width"":87,""height"":51}","{""olive"":""olive""}"
amostra-47_original.jpg,34762,"{}",10,3,"{""name"":""rect"",""x"":795,""y"":87,""width"":60,""height"":80}","{""olive"":""olive""}"
amostra-47_original.jpg,34762,"{}",10,4,"{""name"":""rect"",""x"":721,""y"":193,""width"":76,""height"":58}","{""olive"":""olive""}"
amostra-47_original.jpg,34762,"{}",10,5,"{""name"":""rect"",""x"":740,""y"":282,""width"":54,""height"":74}","{""olive"":""olive""}"
amostra-47_original.jpg,34762,"{}",10,6,"{""name"":""rect"",""x"":670,""y"":463,""width"":60,""height"":81}","{""olive"":""olive""}"
amostra-47_original.jpg,34762,"{}",10,7,"{""name"":""rect"",""x"":411,""y"":466,""width"":85,""height"":67}","{""olive"":""olive""}"
amostra-47_original.jpg,34762,"{}",10,8,"{""name"":""rect"",""x"":325,""y"":494,""width"":76,""height"":71}","{""olive"":""olive""}"
amostra-47_original.jpg,34762,"{}",10,9,"{""name"":""rect"",""x"":242,""y"":548,""width"":76,""height"":53}","{""olive"":""olive""}"
amostra-61_original.jpg,27270,"{}",7,0,"{""name"":""rect"",""x"":150,""y"":288,""width"":79,""height"":62}","{""olive"":""olive""}"
amostra-61_original.jpg,27270,"{}",7,1,"{""name"":""rect"",""x"":76,""y"":73,""width"":53,""height"":74}","{""olive"":""olive""}"
amostra-61_original.jpg,27270,"{}",7,2,"{""name"":""rect"",""x"":114,""y"":95,""width"":91,""height"":71}","{""olive"":""olive""}"
amostra-61_original.jpg,27270,"{}",7,3,"{""name"":""rect"",""x"":305,""y"":67,""width"":96,""height"":58}","{""olive"":""olive""}"
amostra-61_original.jpg,27270,"{}",7,4,"{""name"":""rect"",""x"":789,""y"":104,""width"":74,""height"":72}","{""olive"":""olive""}"
amostra-61_original.jpg,27270,"{}",7,5,"{""name"":""rect"",""x"":647,""y"":461,""width"":76,""height"":72}","{""olive"":""olive""}"
amostra-61_original.jpg,27270,"{}",7,6,"{""name"":""rect"",""x"":241,""y"":540,""width"":75,""height"":65}","{""olive"":""olive""}"
amostra-63_original.jpg,44973,"{}",15,0,"{""name"":""rect"",""x"":159,""y"":112,""width"":74,""height"":101}","{""olive"":""olive""}"
amostra-63_original.jpg,44973,"{}",15,1,"{""name"":""rect"",""x"":309,""y"":63,""width"":87,""height"":72}","{""olive"":""olive""}"
amostra-63_original.jpg,44973,"{}",15,2,"{""name"":""rect"",""x"":291,""y"":164,""width"":85,""height"":54}","{""olive"":""olive""}"
amostra-63_original.jpg,44973,"{}",15,3,"{""name"":""rect"",""x"":368,""y"":240,""width"":90,""height"":81}","{""olive"":""olive""}"
